Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
80246,11945,402,5.9,1.7,342,115,4.8,7.3,1804,374,3.9,4.2,2685,382,9.4,4.4,1758,302,7.3,6.1,1660,209,2,2,1443,298,8.3,5.7,643,178,1.8,2.9,565,185,2.1,3.4,520,137,5.3,8.4,525,131,0,45.1
80247,22802,875,5.1,1.3,845,283,29.3,17.9,1985,442,5.3,4,3319,438,5.3,4.2,2436,386,4.1,3.2,3901,510,3.8,3.1,2814,392,6.3,3.6,1482,286,0.6,1,1420,228,4.6,6.8,2223,301,3.4,2.6,2377,346,7.5,11.8
80249,20321,820,5.9,1.6,1211,294,18.6,13.2,1575,303,20.8,11.7,2335,527,3.3,3.9,2971,474,4.8,4.4,5163,549,5.5,2.5,3671,323,4.2,3.2,1273,313,0,3.3,825,207,2.4,4.8,1004,160,0,9.2,293,136,0,79
80260,25278,1286,5.6,1.3,1570,397,12.6,10.3,2557,476,4,2.7,2373,426,5.9,4.2,3104,392,10.8,5.2,4709,589,2.9,1.6,4085,574,5.2,3.6,1943,326,4.5,3.4,1247,294,1.4,1.6,2028,279,7,7.8,1662,255,12.2,25.8
80264,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80290,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80293,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80294,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80301,21307,725,4.3,1.2,898,202,6.4,7.6,1744,318,3.1,3.5,2418,398,4.3,4,2122,309,2.3,2,3900,398,4.9,3,3817,419,5.4,2.1,1619,263,3.4,2.9,1538,201,6.5,5.3,2222,231,2.2,2.5,1029,213,0,42.5
80302,26537,1249,6.6,1.4,2722,417,29.6,10.5,9644,849,8.5,2.7,2260,355,4.8,4.8,1980,325,4.4,2.5,2218,393,0.9,1.2,2194,316,4.8,3.1,1298,235,5,4.4,1510,239,2.6,2.6,1702,212,3,3.4,1009,155,0,17
80303,21775,835,5.8,1.5,1867,406,13.4,12.7,5311,541,9,3.8,1984,288,4.9,3,1394,242,4.4,3.4,2434,240,2.3,2.2,2427,306,5.5,2.9,1456,224,1.5,1.7,1029,168,5.3,4.4,1912,239,3.9,3.9,1961,250,0,18.6
80304,21651,731,4.9,1.6,1028,263,30,27.3,1543,345,17.9,11.6,2114,415,4.7,3.1,2187,362,2.2,2.1,4034,371,2.3,1.7,3832,397,3.7,2.3,1608,255,2,2.1,1998,261,4.5,3.1,2071,243,4.3,4.9,1236,189,0,23.7
80305,15086,659,5.8,1.5,958,219,19.2,13.7,2869,507,8.1,4,1625,274,8.8,5.3,1071,221,2.3,2.3,2215,257,3.3,2.1,2303,224,2.6,1.6,956,144,8.7,5.8,842,141,5,4.2,1302,131,0,7.9,945,142,0,27
80310,6642,483,14.7,4.4,4629,369,22.5,6.1,1979,426,2.8,5.1,7,12,0,100,27,25,0,54.8,0,16,-,**,0,16,-,**,0,16,-,**,0,16,-,**,0,16,-,**,0,16,-,**
80401,34714,809,4.6,0.9,2200,312,18.6,8.1,4207,509,7.4,4.1,3201,465,4.2,2.7,2725,380,2.1,1.5,4878,398,5.3,2.7,5924,515,1.9,1.2,2709,363,3.8,2.4,2798,333,2.7,2.4,3878,329,6,3.2,2194,263,0,20
80403,14969,601,3.4,1.3,691,161,7.5,11.9,794,254,4.7,5.1,721,216,3.4,4.3,789,228,1.5,2.6,3051,337,2,1.9,3255,384,4.2,3,1636,284,6.8,5.9,1315,242,0,4.5,1625,249,0,5.9,1092,198,0,31.1
80419,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80420,627,178,5,4.4,38,34,100,82.2,27,36,0,54.8,42,37,14.3,26.5,52,31,14.6,17.2,168,86,1.8,4.4,146,92,0,19.7,102,105,0,25.9,19,13,0,69.1,31,34,0,76.1,2,3,-,**
80421,7325,462,4.3,2.6,536,177,0,15.7,238,126,8.1,12.9,269,104,3.2,9.7,420,87,5.8,10.3,1046,183,5.8,5.3,1537,276,1.4,2.2,1154,234,6.4,6.4,887,196,5.6,6.6,937,150,3.4,6.1,301,134,0,71.2
80422,3767,262,3.5,2.3,128,82,0,76.1,122,62,14.3,20.3,125,115,12,26.2,318,128,10.1,12.6,867,179,4.4,4.8,658,146,0,5.4,487,164,0.5,0.9,525,194,0,7.4,457,193,0,21.1,80,50,-,**
80423,204,194,0,20.3,0,11,-,**,24,40,0,58.2,36,56,0,47.5,0,11,-,**,57,84,0,45.1,16,24,0,71.2,17,27,-,**,11,9,0,85.9,43,40,0,100,0,11,-,**
80424,8609,643,4.7,2.6,266,135,52.9,37.4,815,336,12.8,10.1,1542,360,1.8,3.1,908,314,0,3.8,1718,448,2.6,3.4,1333,260,2.6,3.5,464,160,0,7.7,609,205,6.2,6.5,748,206,0,10.5,206,114,0,36.7
80425,305,147,0,12.9,0,11,-,**,10,16,0,90.1,15,23,0,100,0,11,-,**,9,14,0,95,0,11,-,**,87,83,0,28.4,64,61,0,58.2,83,67,0,34.3,37,42,0,85.9
80426,68,36,0,41.6,0,11,-,**,6,8,0,100,5,8,0,100,5,7,0,100,22,26,0,60.7,5,7,0,100,4,5,0,100,0,11,-,**,6,9,-,**,15,13,-,**
80427,679,165,7.4,6.5,0,11,-,**,14,17,0,76.1,68,45,21.7,37.9,65,51,0,43.5,106,47,0,27,165,63,0,19.5,90,57,13.6,16.6,68,46,15.6,30,70,39,25,34.7,33,27,0,95
80428,573,170,0,9.3,0,11,-,**,0,11,-,**,6,15,0,100,16,27,-,**,130,78,0,22.7,42,39,0,44,165,85,0,26.5,71,64,0,45.6,51,63,0,100,92,72,0,100
80432,159,115,0,27.5,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,64,62,0,35.3,73,75,0,73.6,12,20,0,82.3,10,17,-,**,0,11,-,**
80433,6888,448,4.4,1.7,360,103,12.6,12,250,101,8.6,11.5,256,106,13.2,12.2,506,125,6.1,5.4,1070,171,5.9,4.7,1630,223,1.6,1.9,998,155,5.1,5.6,701,146,1.6,2.5,799,126,0,10.5,318,98,0,69.1
80434,26,26,0,76.1,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,9,14,-,**,8,13,0,100,9,7,0,100,0,11,-,**,0,11,-,**
80435,6094,762,7,6.3,193,108,0,52.9,671,326,0,4.4,664,288,2.3,3.1,558,244,13.8,19,881,315,0.8,1.8,1268,330,1.9,2.6,651,196,1.8,3,625,273,51.9,45.1,460,142,43.6,44,123,68,0,59.4
80436,403,144,0,11.9,23,21,0,100,0,11,-,**,19,19,0,65.4,37,31,0,60.7,70,59,0,33.3,82,65,0,29.7,42,42,0,62.2,30,30,0,73.6,43,44,-,**,57,82,-,**
80438,362,88,4.2,3.8,13,16,0,79,27,24,0,57,7,7,0,100,31,20,15.4,17.9,42,21,0,47.5,31,19,0,55.9,55,27,8.1,12.6,63,56,0,42,90,42,12.5,22.1,3,6,-,**
80439,19833,600,5.6,1.2,1161,227,21.9,10,700,156,9.1,6.1,749,242,6.7,6,1054,207,0.7,1,2680,302,4.9,3.2,4212,322,4.3,1.9,2482,312,5.4,3.7,2264,251,5.7,3,3048,324,6.8,4.4,1483,234,0,19.9
80440,1929,349,2.6,2.5,142,84,0,44.5,208,115,0,16.6,103,78,0,26.5,162,70,0,26.1,367,116,4.8,7.5,452,159,4.5,7,218,88,3.3,5.3,187,84,0,18.4,75,42,0,41.6,15,21,-,**
80442,1826,432,6.3,4,40,38,0,57,114,76,6.1,9.6,271,150,7.4,12.7,223,110,0,13.1,375,185,5.2,9.8,234,109,10.6,11.1,105,69,21,24.4,154,118,0,38.8,258,189,0,35.6,52,66,0,90.1
80443,3218,392,6.6,6.3,70,60,-,**,52,45,0,42,426,215,16.4,26.1,321,246,26,22.5,611,361,1.3,2.4,596,227,0,5.3,338,193,0,11.8,244,161,0,14.6,397,230,0,48.9,163,103,-,**
80444,1088,162,5.5,3.1,40,27,0,73.6,82,50,8.1,14.9,87,37,5.8,8.8,65,34,7,11.1,166,54,0,22.9,232,64,2.8,4,70,28,20.4,21.2,96,39,18.6,21.3,180,63,0,25.9,70,38,0,79
80446,3400,509,3.8,2.9,135,80,7.7,14.1,188,148,13.9,18.7,307,136,0,10.3,361,129,2.4,4.3,292,126,0,12.1,740,182,3,3.9,323,122,2.6,2.7,626,217,2.1,3.5,334,130,20.9,28.8,94,76,0,100
80447,1442,423,0,3.6,3,7,0,100,8,8,0,100,0,11,-,**,80,73,0,37.4,180,160,0,15.3,233,174,0,12.1,101,83,0,25.3,270,179,0,23.9,413,211,0,31.4,154,96,0,39.9
80448,210,179,0,30.3,16,25,0,71.2,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,64,73,0,35.3,29,33,-,**,0,11,-,**,101,146,-,**,0,11,-,**
80449,782,244,0,7.7,0,11,-,**,0,11,-,**,3,5,0,100,0,11,-,**,122,99,0,22.9,121,83,0,29.5,190,126,0,25.7,87,56,0,41.6,163,81,0,54.8,96,79,-,**
80451,710,207,15.2,16.8,72,54,62.5,54.5,22,29,0,60.7,94,55,0,36.3,68,71,0,36.7,109,60,0,26.3,174,103,36,39.4,64,41,0,54.8,36,30,0,71.2,47,31,0,76.1,24,37,-,**
80452,2613,341,6.5,3.4,81,58,0,55.9,223,92,11.7,13.8,203,72,3.2,5.6,71,41,0,33,462,142,0,7.2,441,182,5.7,7.2,427,124,7.2,8,217,71,35.5,19.7,310,142,5,8.6,178,75,0,51.2
80453,286,150,5.7,6,27,43,-,**,14,22,50,14.4,16,24,0,71.2,27,26,18.5,20.5,67,76,0,43,54,67,0,52,39,41,0,45.6,18,19,0,67.2,24,26,0,58.2,0,11,-,**
80454,948,176,5.7,6.5,26,31,55.6,55.6,41,44,75.6,29.3,70,63,0,33.3,96,66,0,29.5,239,89,0,14.7,142,67,0,18.9,63,45,0,39.1,63,53,0,35.6,156,77,0,37.4,52,42,-,**
80455,375,120,0.8,2,23,30,0,100,15,24,-,**,39,37,0,50.4,22,21,0,60.7,57,36,0,38.4,105,46,2.2,6.1,22,16,0,60.7,22,15,0,82.3,52,39,0,65.4,18,22,-,**
80456,820,204,11.9,12,0,11,-,**,48,47,0,82.3,62,47,0,36,33,37,0,76.1,57,84,0,50.4,154,101,31.8,33.3,105,72,0,32.3,20,25,0,90.1,241,108,0,42,100,92,0,95
80457,336,165,0,10.7,0,11,-,**,0,11,-,**,67,102,0,34.3,41,49,0,44.5,99,104,0,25.7,69,64,0,37.4,38,44,-,**,22,34,-,**,0,11,-,**,0,11,-,**
80459,1918,311,10.7,4.4,219,100,0,29.5,173,102,62.2,16.5,67,48,0,35.6,201,89,5.7,7.1,373,107,4.1,4.8,274,109,9,11.2,216,79,1.6,2.6,230,92,0,17,94,45,0,59.4,71,57,-,**
80461,5973,221,5.7,2.6,407,177,41.1,22.8,615,175,8.8,8.4,599,145,0,5.3,372,133,13.2,14.8,1121,218,5.8,7,1044,194,1.3,2.2,477,156,1.5,2.4,531,134,4.7,7.3,583,125,0,21.3,224,107,-,**
80463,134,66,10.9,19.1,7,11,100,100,0,11,-,**,0,11,-,**,6,10,0,100,15,16,0,73.6,13,18,0,100,22,20,0,69.1,40,26,0,95,3,6,0,100,28,38,-,**
80465,13478,485,4.4,1.3,831,240,16,12.3,682,172,6.8,5.2,864,235,1.8,2.8,951,178,6.9,5.9,2106,220,3.4,2.4,2827,330,4.5,2.7,1495,187,3.6,2.8,1416,197,2.4,2.6,1638,198,0,4.9,668,129,24.1,34.7
80466,3090,401,2.7,1.7,76,41,0,90.1,224,132,0,14.9,258,135,0,13.9,305,158,12.3,12.6,731,243,2.4,3.9,557,168,0,6.2,327,115,2.9,4.7,153,77,2.4,6.6,362,161,0,27,97,49,0,50.4
80467,1794,193,6.5,3,52,28,0,58.2,109,51,31.8,19.9,137,72,8,10.3,173,60,11.1,9.2,370,91,1.1,1.8,348,75,5.7,5.3,148,54,5.9,8.7,204,64,0,19.7,209,64,9.3,11.3,44,28,-,**
80468,330,143,0,12.8,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,15,20,0,73.6,64,59,0,35.3,71,57,0,39.1,52,47,0,39.5,50,57,0,48.9,78,77,-,**
80469,289,113,0,10.9,0,11,-,**,0,11,-,**,0,11,-,**,92,91,0,27.2,0,11,-,**,29,24,0,58.2,98,64,0,27,34,32,0,52.9,13,12,0,100,23,25,0,73.6
80470,2821,407,5,2.2,45,38,0,42.5,77,60,0,38.4,277,171,14.1,13.6,317,138,6.7,8.2,252,101,13.9,14.8,631,161,1.3,2.1,425,151,2.5,4,313,116,0,17.6,351,131,6.5,10.2,133,85,0,73.6
80471,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80473,5,7,0,100,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,5,7,0,100,0,11,-,**
80475,77,78,0,31.1,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,40,61,0,45.1,0,11,-,**,37,56,0,46.8
80476,193,52,2.3,3.2,7,7,0,100,5,7,0,100,11,11,25,54.7,11,10,0,95,31,15,0,58.2,41,26,0,46.8,23,15,0,63.7,12,12,0,82.3,31,16,15.4,30,21,17,-,**
80477,136,114,0,38.4,35,57,0,82.3,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,43,52,0,43.5,19,30,-,**,0,11,-,**,22,36,-,**,17,25,-,**
80478,1591,663,4,7.2,102,114,0,45.1,261,228,0,11.1,127,142,0,20.9,26,35,0,55.9,189,157,0,14.6,325,222,0,8.8,149,132,30.9,45.8,98,128,0,41.6,273,189,0,100,41,58,-,**
80479,11,12,0,100,0,11,-,**,0,11,-,**,6,9,0,100,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,5,8,-,**
80480,1057,85,1.8,1.7,34,25,0,90.1,63,38,0,42,55,43,0,39.1,85,38,2.7,5.3,98,39,6.9,10,186,52,4.2,6.1,152,35,0,18.7,95,44,0,35.3,167,46,0,27.9,122,37,0,67.2
80481,580,202,3.3,3.3,15,21,0,100,1,2,0,100,4,6,0,100,16,16,0,71.2,43,29,0,43.5,88,73,0,31.7,104,75,0,25.9,115,109,9.3,14.4,183,173,41.7,52.5,11,16,-,**
80482,880,297,7.8,9.3,0,11,-,**,47,47,0,41.6,61,58,0,36.3,50,56,0,40.3,275,135,21.9,25.2,149,91,0,19.3,75,59,0,40.3,123,143,0,52.9,71,55,0,95,29,25,-,**
80483,562,150,4.8,3.9,42,28,66.7,59.6,9,10,33.3,52.4,20,18,0,63.7,88,52,0,37,84,50,2.7,5.4,89,49,2.9,4.4,55,35,0,38.4,98,84,9.1,15.5,62,32,0,100,15,11,0,100
80487,14758,407,4.2,1.5,911,127,15.7,15.3,1212,155,11,6.4,1544,174,7.8,6.5,1220,178,2.3,3.5,2611,202,0.3,0.5,2618,169,2.7,1.8,1366,204,6.2,5.5,1185,187,1,1.5,1560,114,1.7,2.6,531,88,0,33.9
80488,85,62,20,32.8,0,11,-,**,13,22,0,79,10,17,0,90.1,29,48,0,52.9,0,11,-,**,0,11,-,**,33,55,51.5,7.1,0,11,-,**,0,11,-,**,0,11,-,**
80497,483,299,0,6.5,0,11,-,**,0,11,-,**,0,11,-,**,181,193,0,18.4,0,11,-,**,211,164,0,13.2,19,33,0,65.4,0,11,-,**,72,114,0,32.7,0,11,-,**
80498,6475,844,0.6,0.9,173,125,100,100,725,343,0.2,0.7,336,213,0,9.6,615,299,0,5.3,1388,367,0,2.4,985,269,0,3.1,684,252,2.6,4.4,698,384,1.9,3.8,651,271,0,17.3,220,141,0,85.9
80501,32756,890,7.1,1,2056,308,17.7,7.8,2970,438,9.3,4.9,3202,365,7,3.4,2969,352,2.7,2.1,5545,425,7.7,2.8,5757,394,5.9,2.4,2571,305,6.9,4,2175,282,7.9,3.8,3046,270,2.7,3,2465,244,0,20.2
80503,26172,781,5.3,1.1,1710,369,10.6,10.4,2188,492,16.6,6.6,1699,314,2.1,2.4,1344,238,4.2,3.7,3720,337,2.8,2.7,5173,428,2.8,1.4,3064,378,4.3,2.6,2441,310,6.9,4.5,3146,302,6.4,5.2,1687,269,0,39.1
80504,38521,1014,6.9,1.2,2668,397,20.8,9.6,2353,352,14.2,9,3312,483,6.4,3.1,3513,346,9.8,4.1,7061,483,4.6,1.7,7225,551,3.4,1.9,3620,381,7.1,2.7,3167,436,3.7,2.7,3677,374,8.3,4.2,1925,221,2.4,3.5
80510,448,138,12.7,10.1,5,7,100,100,54,56,0,38.8,22,33,0,60.7,14,15,0,76.1,46,51,34.8,27,26,16,42.3,38.9,58,32,0,39.9,88,46,0,46.8,98,65,13.5,23.8,37,32,-,**
80511,150,84,0,31.1,0,11,-,**,49,57,-,**,0,11,-,**,53,122,0,39.1,0,11,-,**,48,78,0,58.2,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80512,1534,256,5,3.8,64,33,45.8,52.3,17,21,0,82.3,125,91,0,36,105,60,0,24.5,119,65,10.1,16.3,197,106,0,16.7,99,47,0,37.4,219,80,7.8,12.1,360,120,6.5,10.5,229,102,0,65.4
80513,9393,608,4.7,2.5,557,190,7,10,686,279,9.5,10.5,513,195,11.5,12.3,734,203,7.1,9.6,1308,287,3.3,3.6,1593,288,1.7,2.7,1407,324,6.1,5.8,870,206,0,5.5,1296,275,1,3,429,117,-,**
80514,3598,231,3.3,2.5,254,115,11.7,20.7,284,173,6.9,13.6,424,154,2.9,4.8,412,110,0,7.6,760,182,0,5.4,742,205,7.1,7.7,141,70,0,28.4,199,103,0,22.5,228,106,0,57,154,73,0,95
80515,892,363,9.1,13.7,2,5,-,**,15,21,0,100,12,17,0,82.3,39,58,0,45.6,194,129,31.9,40.7,246,184,0,12.5,47,49,0,46.8,208,158,0,26.3,119,119,0,43,10,17,-,**
80516,17471,409,3.3,1,911,228,4.4,4,797,229,10.8,8,959,237,0,3.5,1549,240,5.8,4.7,4365,342,2.8,1.2,3906,348,2.6,1.3,1438,280,3.8,2.9,1385,222,2.7,2.6,1460,243,0.7,1.1,701,179,0,60.7
80517,8126,449,4.2,2.5,222,92,0,29.7,397,177,0,8.4,560,206,0,6,412,173,0,8.3,578,155,13.9,11.7,851,200,5.5,5,975,276,2.2,3.5,1104,273,8.1,9.1,1715,248,2.5,4.1,1312,267,0,30
80520,999,215,0,4,47,43,0,41.6,138,94,0,23.7,43,63,0,43.5,35,33,0,82.3,220,109,0,12.7,118,75,0,22.2,140,80,0,25.3,104,72,0,37.7,85,67,0,49.6,69,65,-,**
80521,33548,901,9.5,1.8,6301,378,30.5,7.6,11778,850,9.7,3,3664,412,7.3,3.9,2246,320,7.6,3.5,2718,264,1.4,1.2,2276,253,5.5,2.7,1269,194,5.2,3.5,1139,178,7.3,6.4,1351,162,0,5.9,806,134,0,37.4
80524,27431,910,6.5,1.1,1498,290,23.8,10.9,3425,576,6.7,2.8,2762,324,10.8,4.9,2680,312,5.7,3,4042,421,3.3,1.5,3523,370,7.2,2.7,2422,266,4,2.3,2182,233,3.3,2.9,2968,281,1.8,2.1,1929,245,11.8,14.8
80525,43261,1066,5.2,1,2505,390,25.4,8.8,5553,664,7.2,3.6,4571,467,4.4,2.1,4066,462,2.8,1.8,6478,509,1.5,1.1,6741,551,5.4,1.9,3475,285,5,2.9,2955,314,3.5,2.7,3836,321,4.4,3.7,3081,287,9.6,14.4
80526,37788,891,6.5,1.4,2369,461,17.3,8.1,7290,723,8.9,3.4,3962,433,5.5,2.5,3277,339,6.4,3.8,5705,502,5.8,2.5,5294,529,3.5,1.6,2832,314,2.6,1.8,2236,309,10.8,5.2,2831,309,2,3.1,1992,250,0,14.4
80528,14202,586,4.2,1.2,1013,179,26.8,13.5,989,270,5.1,5.6,871,198,1.3,2.3,1011,248,6.3,6.6,3434,327,1.6,1.1,3057,282,4.4,2.2,1087,206,3.4,2.8,754,154,2.9,3.9,1414,195,2.1,3.3,572,166,0,33.9
80530,3215,196,4,2,172,86,8,14.3,173,73,18.3,15,324,98,1.4,5.3,355,89,1.5,2.4,664,116,2.8,3,641,145,1.5,2.3,227,84,4.9,8,228,80,10.4,10.6,310,82,0,29.7,121,44,0,65.4
80532,123,154,31.1,27.9,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,11,16,0,85.9,33,52,-,**,10,15,0,90.1,0,11,-,**,10,15,0,90.1,59,96,47.5,3
80534,12266,519,4,2.3,656,234,19.8,27.9,360,221,0,8.6,1284,291,1.8,2.8,1621,355,4.7,5.9,2190,364,5.8,5.9,1989,389,3.9,3.6,1047,264,0,3.1,1154,311,0,4.4,1506,301,12.3,15.5,459,161,-,**
80535,2123,263,5.3,3.3,111,78,55,55,98,72,0,28.4,78,59,31.3,44.5,99,53,8,14.6,224,134,0,13.3,374,128,4.1,6.2,445,147,2.8,4.7,294,109,6,9.9,247,92,17.3,24.5,153,95,0,95
80536,1876,222,1.3,1.9,53,61,-,**,13,23,0,79,85,53,0,32,57,49,0,37.7,282,101,0,20.6,392,121,0,10.5,233,93,6.5,10.3,265,85,0,17.4,356,90,0,38.1,140,59,0,76.1
80537,34796,1036,6.3,1.5,1827,326,10.5,5.9,2696,395,11.7,6.5,2466,341,4.8,3.4,3337,438,9,7.4,5256,510,4.9,2.4,5900,511,4.1,2.5,3400,327,4.3,2.3,2797,306,5.8,3,4202,370,8.4,4.7,2915,342,0,14
80538,37128,1038,4.8,1.2,2413,485,26.1,12.9,2403,557,5.1,2.6,2675,437,1.5,1.8,2279,298,15.1,7.1,6071,501,1,0.8,5844,544,3.8,1.5,3436,396,3.6,2.2,3349,438,2.8,2.1,4882,438,3.5,3.7,3776,353,0,11.4
80540,3893,405,5.8,2.8,298,119,15.3,17.7,161,88,0,24.3,248,110,4.3,8,256,148,6.3,9.9,688,163,2.5,3.3,821,203,3.5,4.4,473,144,17,14.6,327,89,5.6,7.7,466,118,0,18.7,155,50,-,**
80542,3036,205,4.3,3.9,104,57,0,46.2,106,79,23,23.7,178,140,0,24.3,385,167,13.5,15.3,535,215,3.1,4.4,615,170,1,1.8,439,137,0,9.4,247,116,0,15.9,344,132,5.8,10.1,83,76,-,**
80543,4825,352,2.7,2,294,135,10.6,16.2,376,142,14.5,16.8,707,178,0,5,484,195,2,4,970,218,0.6,1.3,811,225,4.4,6.9,587,299,0,5.6,168,106,0,21,346,116,0,33,82,62,-,**
80544,34,57,0,48.9,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,19,32,0,65.4,0,11,-,**,0,11,-,**,0,11,-,**,15,25,0,73.6
80545,590,173,2.1,3,17,27,0,69.1,20,26,0,90.1,30,40,0,52,22,35,0,60.7,44,41,0,52,94,74,0,26.8,89,49,0,32,44,41,0,62.2,82,43,29.2,37.4,148,73,0,82.3
80546,242,168,0,14.7,38,45,0,100,39,41,0,45.6,0,11,-,**,23,23,0,67.2,57,61,0,37.7,30,34,0,52,55,55,0,45.6,0,11,-,**,0,11,-,**,0,11,-,**
80547,1138,219,6,5.4,46,37,0,82.3,13,18,0,95,170,100,0,23,155,92,4.5,9.2,261,105,10.7,12.5,139,79,9.6,14.4,65,51,0,52.9,69,39,0,52,199,169,0,62.2,21,22,-,**
80549,7309,532,3.8,2.2,492,229,13.4,17.6,491,238,20.8,22.4,624,189,1.4,3.5,776,248,0,4.6,1551,337,0,2.2,1561,309,1.3,1.5,426,173,3,5.6,543,264,6.6,10.7,645,162,18.8,23.9,200,92,0,67.2
80550,17907,360,4.4,1.1,1086,175,21.3,9.9,857,224,15.8,9.5,1314,226,9.1,5.8,1405,222,0.5,0.8,3586,296,3.3,1.7,3613,349,2.4,1.3,1689,250,3.4,1.9,1530,225,0.5,0.7,1751,260,5.3,8.4,1076,184,19.4,27.7
80601,27780,607,4.9,1.2,2063,363,25.3,10.8,2312,415,10.7,6.9,2631,352,4.3,2.9,3201,424,4.5,3.8,5582,503,4.3,2.1,4923,410,0.9,0.8,1886,296,1.4,2.4,1656,345,1.6,2.6,2251,281,2.2,3.5,1275,197,0,32.3
80602,23086,623,3.4,0.9,1383,201,12.5,8.7,1249,348,12.2,8.3,1820,337,7.1,5,2246,284,4.1,2.4,6219,378,1.6,1,4589,328,1.2,0.8,1629,234,1.5,1.5,1300,200,4.9,4.7,1868,195,1.2,2.2,783,144,0,33.9
80603,9121,535,3.7,1.7,501,177,25.9,21.5,684,136,2.5,3.9,790,195,1.1,1.7,877,200,0,4.5,1689,336,2.3,2.5,1702,248,2.8,3.5,1022,216,0,4.3,709,176,8.1,7.1,724,187,21.9,29.2,423,133,0,34.6
80610,2259,228,10.5,4.6,133,57,43.8,35.6,184,71,6.6,6.8,240,102,9.2,10.9,247,92,11.3,9.3,280,84,1.2,2.3,461,114,14.5,13,192,65,22,23.4,157,52,0,32.3,207,62,0,28.7,158,53,10,15.5
80611,562,102,3.3,3,69,39,28.6,26.7,10,8,0,100,30,16,0,73.6,35,21,0,52.9,70,31,0,36.3,121,42,1.8,3.3,81,42,4.2,8.4,63,30,0,43,69,24,0,63.7,14,10,0,100
80612,359,148,5.9,7.4,28,32,-,**,22,29,-,**,0,11,-,**,23,34,0,59.4,59,65,0,37,88,50,15.4,18.2,32,31,0,62.2,13,20,0,79,70,46,0,90.1,24,29,-,**
